"sample","rootstock","scion","location","year","px2_cm2"
"C_492","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_492","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_493","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_493","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_493","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_494","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_494","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_494","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_495","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_495","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_495","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_496","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_496","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_496","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_497","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_497","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_497","1103 Paulsen","Chardonnay","Ripperdan","y2019",94928.07
"C_498","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_498","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_498","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_499","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_499","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_499","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_500","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_500","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_500","Freedom","Cabernet Sauvignon","Ripperdan","y2019",94928.07
"C_501","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_501","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_501","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_502","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_502","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_502","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_503","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_503","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_503","Freedom","Chardonnay","Ripperdan","y2019",94928.07
"C_504","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_504","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_504","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_505","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_505","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_505","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_506","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_506","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_506","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_507","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_507","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_507","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_508","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_508","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_508","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_509","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_509","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_509","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_510","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_510","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_510","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_511","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_511","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_511","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_512","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_512","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_512","Freedom","Cabernet Sauvignon","Liberty","y2019",54760.21
"C_513","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_513","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_513","1103 Paulsen","Chardonnay","Liberty","y2019",97360.22
"C_514","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_514","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_514","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_515","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_515","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_515","1103 Paulsen","Chardonnay","Liberty","y2019",54760.21
"C_516","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_516","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_516","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_517","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_517","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_517","Teleki 5C","Chardonnay","Liberty","y2019",54760.21
"C_518","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_518","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_518","Teleki 5C","Chardonnay","Liberty","y2019",97360.22
"C_519","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_519","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_519","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_520","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_520","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_520","Freedom","Chardonnay","Liberty","y2019",54760.21
"C_521","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_521","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_521","Freedom","Chardonnay","Liberty","y2019",97360.22
"C_522","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_522","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_522","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_523","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_523","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_523","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_524","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_524","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_524","Freedom","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_525","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_525","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_525","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_526","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_526","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_526","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_527","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_527","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_527","Freedom","Chardonnay","Livingston","y2019",97360.22
"C_528","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_528","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_528","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_529","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_529","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_529","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_530","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_530","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_530","Teleki 5C","Chardonnay","Livingston","y2019",97360.22
"C_531","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_531","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_531","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_532","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_532","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_532","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_533","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_533","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_533","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",97360.22
"C_534","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_534","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_534","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_535","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_535","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_535","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_536","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_536","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_536","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_537","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_537","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_537","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_538","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_538","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_538","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_539","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_539","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_539","Freedom","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_540","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_540","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_540","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_541","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_541","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_541","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_542","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_542","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_542","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_543","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_543","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_543","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_544","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_544","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_544","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_545","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_545","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_545","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_546","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_546","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_546","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_547","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_547","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_547","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_548","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_548","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_548","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_549","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_549","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_549","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_550","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_550","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_550","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_551","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_551","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_551","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_552","Freedom","Chardonnay","Liberty","y2019",55712.05
"C_552","Freedom","Chardonnay","Liberty","y2019",55712.05
"C_552","Freedom","Chardonnay","Liberty","y2019",55712.05
"C_553","Freedom","Chardonnay","Liberty","y2019",53824
"C_553","Freedom","Chardonnay","Liberty","y2019",53824
"C_553","Freedom","Chardonnay","Liberty","y2019",53824
"C_554","Freedom","Chardonnay","Liberty","y2019",53824
"C_554","Freedom","Chardonnay","Liberty","y2019",53824
"C_554","Freedom","Chardonnay","Liberty","y2019",53824
"C_555","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_555","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_555","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_556","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_556","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_556","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_557","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_557","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_557","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_558","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_558","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_558","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_559","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_559","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_559","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_560","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_560","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_560","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_561","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_561","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_561","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_562","Freedom","Cabernet Sauvignon","Liberty","y2019",55712.05
"C_562","Freedom","Cabernet Sauvignon","Liberty","y2019",55712.05
"C_562","Freedom","Cabernet Sauvignon","Liberty","y2019",55712.05
"C_563","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_563","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_563","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_564","Freedom","Chardonnay","Livingston","y2019",53824
"C_564","Freedom","Chardonnay","Livingston","y2019",53824
"C_564","Freedom","Chardonnay","Livingston","y2019",53824
"C_565","Freedom","Chardonnay","Livingston","y2019",53824
"C_565","Freedom","Chardonnay","Livingston","y2019",53824
"C_565","Freedom","Chardonnay","Livingston","y2019",53824
"C_566","Freedom","Chardonnay","Livingston","y2019",53824
"C_566","Freedom","Chardonnay","Livingston","y2019",53824
"C_566","Freedom","Chardonnay","Livingston","y2019",53824
"C_567","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_567","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_567","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_568","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_568","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_568","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_569","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_569","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_569","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_570","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_570","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_570","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_571","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_571","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_571","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_572","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_572","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_572","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_573","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_573","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_573","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_574","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_574","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_574","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_575","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_575","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_575","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_576","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_576","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_576","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_577","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_577","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_577","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_578","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_578","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_578","Freedom","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_579","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_579","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_579","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_580","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_580","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_580","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_581","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_581","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_581","Freedom","Chardonnay","Ripperdan","y2019",53824
"C_582","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_582","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_582","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_583","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_583","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_583","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_584","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_584","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_584","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",53824
"C_585","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_585","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_585","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_586","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_586","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_586","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_587","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_587","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_587","1103 Paulsen","Chardonnay","Ripperdan","y2019",53824
"C_588","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_588","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_588","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_589","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_589","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_589","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_590","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_590","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_590","Teleki 5C","Cabernet Sauvignon","Liberty","y2019",53824
"C_591","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_591","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_591","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_592","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_592","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_592","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_593","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_593","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_593","1103 Paulsen","Cabernet Sauvignon","Liberty","y2019",53824
"C_594","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_594","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_594","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_595","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_595","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_595","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_596","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_596","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_596","Freedom","Cabernet Sauvignon","Liberty","y2019",53824
"C_597","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_597","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_597","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_598","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_598","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_598","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_599","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_599","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_599","Teleki 5C","Chardonnay","Liberty","y2019",53824
"C_600","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_600","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_600","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_601","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_601","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_601","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_602","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_602","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_602","1103 Paulsen","Chardonnay","Liberty","y2019",53824
"C_603","Freedom","Chardonnay","Liberty","y2019",53824
"C_603","Freedom","Chardonnay","Liberty","y2019",53824
"C_603","Freedom","Chardonnay","Liberty","y2019",53824
"C_604","Freedom","Chardonnay","Liberty","y2019",53824
"C_604","Freedom","Chardonnay","Liberty","y2019",53824
"C_604","Freedom","Chardonnay","Liberty","y2019",53824
"C_605","Freedom","Chardonnay","Liberty","y2019",53824
"C_605","Freedom","Chardonnay","Liberty","y2019",53824
"C_605","Freedom","Chardonnay","Liberty","y2019",53824
"C_606","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_606","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_606","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_607","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_607","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_607","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_608","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_608","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_608","Teleki 5C","Chardonnay","Livingston","y2019",53824
"C_609","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_609","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_609","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_610","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_610","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_610","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_611","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_611","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_611","1103 Paulsen","Cabernet Sauvignon","Livingston","y2019",53824
"C_612","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_612","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_612","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_613","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_613","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_613","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_614","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_614","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_614","Freedom","Cabernet Sauvignon","Livingston","y2019",53824
"C_615","Freedom","Chardonnay","Livingston","y2019",53824
"C_615","Freedom","Chardonnay","Livingston","y2019",53824
"C_615","Freedom","Chardonnay","Livingston","y2019",53824
"C_616","Freedom","Chardonnay","Livingston","y2019",53824
"C_616","Freedom","Chardonnay","Livingston","y2019",53824
"C_616","Freedom","Chardonnay","Livingston","y2019",53824
"C_617","Freedom","Chardonnay","Livingston","y2019",53824
"C_617","Freedom","Chardonnay","Livingston","y2019",53824
"C_617","Freedom","Chardonnay","Livingston","y2019",53824
"C_618","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_618","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_618","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_619","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_619","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_619","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_620","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_620","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_620","Freedom","Chardonnay","Ripperdan","y2019",97360.22
"C_621","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_621","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_621","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_622","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_622","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_622","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_623","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_623","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_623","Teleki 5C","Cabernet Sauvignon","Ripperdan","y2019",97360.22
"C_624","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_624","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
"C_624","1103 Paulsen","Chardonnay","Ripperdan","y2019",97360.22
